Length,Sentence
39," Yeah but , it is something that you will have forever ! They use indelible ink that can only be removed with laser treatment . On top of all that , I have heard it hurts a lot ! "
51," no , that would be crazy . But then who will it be ? Oh dear , it must be me . I should have known it ! Why else would he have talked to me alone about the downsizing . What should I do ? I've got a family t "
13, Sure . I get a lot of information and make many friends . 
24," And I hope so . This is what you were meant for . Say you love me , say yes , say yes . "
9,Do you think Tom will be elected president ? 
8,Your knowledge of English is really surprising . 
47," Also some traditional Chinese food , like noodles and dumpling are marketed in modern ways with improved food quality . I heard this year , the government has imposed very stringent inspection on the hygiene conditions restaurants and suppliers of food are also under tighter control . "
8,You were right . It's raining again . 
13, Me too . Seems like all I do is eat and sleep . 
13," They're discussing whether they should replace Miss Smith , the Music teacher . "
43," I don ’ t know much about him . He died when I was just a baby . Even though I don ’ t have a blood relationship with my step-father and step-brother , I consider them to be my real family . "
13, I have a feeling that we're not supposed to be in here . 
11,Mike's going to have a self-driving traveling across the country . 
8, What are you going to do there ? 
17," OK , let's meet at the movie theater entrance tonight . Don ’ t be late . "
12," Yes , I like . But I can't play it well . "
25," Well , no-that is , I've heard Linda say they do , but ... Thank you . But please don't speak to me again . "
61," That doesn ’ t sound too bad . Great for sunbathing ! The coast of my country changes even within a few kilometers . There are cliffs , then sandy beaches . Then rocks . There are lots of caves in the cliffs . There are also many small islands off the coast , but few people lives on them . "
20,"Do you speak only English in the class , or does your teacher explain everything to you in Spanish ? "
7,We have a class outing today . 
21," Either way , I only allow one missed assignment per semester . When will you be turning the make-up in ? "
12," No problem , girl friend . I'll see you next time . "
38, I have been working on it for a whole month and it's too late to write another . Just think of all my hard work that goes for nothing . How could I do such a thing ? 
46," besides , it ’ s not difficult to learn yoga . In fact , I can teach you a move that ’ s supposed to help you fall asleep ! You just have to sit down like this , bend over and breath in deeply . "
16,"Before we begin eating , I'd like to present everyone with a gift from Taiwan . "
9,Can I still get tickets for tonight's performance ? 
17," A barrel of fun , of course . He often says that I'm a date bait . "
8,"Would you like some coffee , Tom ? "
20,Espresso is made with a machine that forces steam and boiling water through finely ground coffee . It's strong . 
13,What do you think of the speech the man delivered just now ? 
8, And we're going to have summer vacation . 
15, Very good . That may be the most delicious food I have ever eaten . 
12, I hope to see you at that time again . Bye . 
16,"When I was a little boy , I had a dream of becoming a lawyer . "
7,"This is my uncle , Charles . "
13," As a matter of fact , he hasn't been feeling too well . "
31," Yes , I am . I like to watch soccer games on TV , but I don ’ t play . I watched every game of the 2002 World Cup . "
48," Well , I heard that naughty boys and girls get coal in their stockings , so I thought I'd be nice and make Santa cookies . I even left out some milk . I heard someone in the kitchen eating the cookies , so I came downstairs ! "
11, I ’ m ok . I ’ m so busy ! 
25," Actually , why don't we go there by bike ? We could get stuck in traffic if we travel by bus in rush hour . "
44," How about next time we meet at my place ? And I ’ ll treat you to Chinese food . I know how much you like it . We can order in and watch video too . Anything you like , I promise . "
